"id_odsp","link_odsp","adv_stats","date","league","season","country","ht","at","fthg","ftag","odd_h","odd_d","odd_a","odd_over","odd_under","odd_bts","odd_bts_n"
"hEZUYL78/","/soccer/germany/bundesliga-2012-2013/vfb-stuttgart-hoffenheim-hEZUYL78/",TRUE,2012-09-26,"D1","2013","germany","VfB Stuttgart","TSG Hoffenheim",0,3,1.72,4.4,5.3,NA,NA,NA,NA
"j9enAxV7/","/soccer/germany/bundesliga-2012-2013/b-monchengladbach-hamburger-j9enAxV7/",TRUE,2012-09-26,"D1","2013","germany","Borussia Monchengladbach","Hamburg SV",2,2,1.83,4.09,4.7,NA,NA,NA,NA
"jahYXuNE/","/soccer/germany/bundesliga-2012-2013/hannover-nurnberg-jahYXuNE/",TRUE,2012-09-26,"D1","2013","germany","Hannover 96","Nurnberg",4,1,2.14,3.65,3.8,NA,NA,NA,NA
"juGWf3rT/","/soccer/italy/serie-a-2012-2013/pescara-palermo-juGWf3rT/",TRUE,2012-09-26,"I1","2013","italy","US Pescara","Palermo",1,0,2.6,3.54,3.02,NA,NA,NA,NA
"MoF5FX6m/","/soccer/germany/bundesliga-2012-2013/augsburg-bayer-leverkusen-MoF5FX6m/",TRUE,2012-09-26,"D1","2013","germany","FC Augsburg","Bayer Leverkusen",1,3,4,3.65,2.08,NA,NA,NA,NA
"reG1GDis/","/soccer/germany/bundesliga-2012-2013/freiburg-werder-bremen-reG1GDis/",TRUE,2012-09-26,"D1","2013","germany","SC Freiburg","Werder Bremen",1,2,2.36,3.7,3.23,NA,NA,NA,NA
"rFCOdPDG/","/soccer/italy/serie-a-2012-2013/ac-milan-cagliari-rFCOdPDG/",TRUE,2012-09-26,"I1","2013","italy","AC Milan","Cagliari",2,0,1.6,4.12,7.8,NA,NA,NA,NA
"f7B2ks6j/","/soccer/italy/serie-a-2012-2013/siena-bologna-f7B2ks6j/",TRUE,2012-09-27,"I1","2013","italy","Siena","Bologna",1,0,2.25,3.25,4.07,NA,NA,NA,NA
"6cTiRU5a/","/soccer/germany/bundesliga-2012-2013/dusseldorf-schalke-6cTiRU5a/",TRUE,2012-09-28,"D1","2013","germany","Fortuna Dusseldorf","Schalke 04",2,2,4.75,3.75,1.93,NA,NA,NA,NA
"QXnpJOZn/","/soccer/france/ligue-1-2012-2013/rennes-lille-QXnpJOZn/",FALSE,2012-09-28,"F1","2013","france","Stade Rennes","Lille",2,0,2.78,3.2,3,NA,NA,NA,NA
"4MMskGro/","/soccer/england/premier-league-2012-2013/arsenal-chelsea-4MMskGro/",FALSE,2012-09-29,"E0","2013","england","Arsenal","Chelsea",1,2,2.25,3.56,3.7,NA,NA,NA,NA
"AqVx1dqe/","/soccer/spain/primera-division-2012-2013/real-sociedad-ath-bilbao-AqVx1dqe/",TRUE,2012-09-29,"SP1","2013","spain","Real Sociedad","Athletic Bilbao",2,0,2.68,3.56,3.15,NA,NA,NA,NA
"bXPqTjym/","/soccer/germany/bundesliga-2012-2013/hamburger-hannover-bXPqTjym/",TRUE,2012-09-29,"D1","2013","germany","Hamburg SV","Hannover 96",1,0,2.43,3.85,3.1,NA,NA,NA,NA
"CbCZ1xUl/","/soccer/spain/primera-division-2012-2013/malaga-betis-CbCZ1xUl/",TRUE,2012-09-29,"SP1","2013","spain","Malaga","Real Betis",4,0,1.66,4.29,6.8,NA,NA,NA,NA
"Cz8ICVj6/","/soccer/germany/bundesliga-2012-2013/dortmund-b-monchengladbach-Cz8ICVj6/",TRUE,2012-09-29,"D1","2013","germany","Borussia Dortmund","Borussia Monchengladbach",5,0,1.4,5.5,11,NA,NA,NA,NA
"dbrtK4Kt/","/soccer/france/ligue-1-2012-2013/paris-sg-sochaux-dbrtK4Kt/",TRUE,2012-09-29,"F1","2013","france","Paris Saint-Germain","Sochaux",2,0,1.21,8,23.7,NA,NA,NA,NA
"EalDYCDP/","/soccer/germany/bundesliga-2012-2013/nurnberg-vfb-stuttgart-EalDYCDP/",TRUE,2012-09-29,"D1","2013","germany","Nurnberg","VfB Stuttgart",0,2,2.44,3.69,3.15,NA,NA,NA,NA
"Ei4YBwjb/","/soccer/england/premier-league-2012-2013/fulham-manchester-city-Ei4YBwjb/",FALSE,2012-09-29,"E0","2013","england","Fulham","Manchester City",1,2,5,3.88,1.83,NA,NA,NA,NA
"G8zuUWLt/","/soccer/germany/bundesliga-2012-2013/hoffenheim-augsburg-G8zuUWLt/",TRUE,2012-09-29,"D1","2013","germany","TSG Hoffenheim","FC Augsburg",0,0,1.88,3.89,4.76,NA,NA,NA,NA
"ITtUCmDD/","/soccer/france/ligue-1-2012-2013/nice-bastia-ITtUCmDD/",TRUE,2012-09-29,"F1","2013","france","Nice","Bastia",2,2,2.44,3.25,3.5,NA,NA,NA,NA
"j3W9HBbr/","/soccer/france/ligue-1-2012-2013/ac-ajaccio-brest-j3W9HBbr/",TRUE,2012-09-29,"F1","2013","france","AC Ajaccio","Brest",1,0,1.83,3.5,5.95,NA,NA,NA,NA
"jge592cM/","/soccer/italy/serie-a-2012-2013/juventus-as-roma-jge592cM/",TRUE,2012-09-29,"I1","2013","italy","Juventus","AS Roma",4,1,1.63,4.58,5.9,NA,NA,NA,NA
"KAMo7F4T/","/soccer/england/premier-league-2012-2013/sunderland-wigan-KAMo7F4T/",FALSE,2012-09-29,"E0","2013","england","Sunderland","Wigan",1,0,2.27,3.4,3.7,NA,NA,NA,NA
"KrOQDTc7/","/soccer/france/ligue-1-2012-2013/evian-tg-lorient-KrOQDTc7/",TRUE,2012-09-29,"F1","2013","france","Evian Thonon Gaillard","Lorient",1,1,2.48,3.3,3.5,NA,NA,NA,NA
"MH7tAHKA/","/soccer/england/premier-league-2012-2013/norwich-liverpool-MH7tAHKA/",FALSE,2012-09-29,"E0","2013","england","Norwich City","Liverpool",2,5,4.93,4,1.86,NA,NA,NA,NA
"ng0V9TzP/","/soccer/germany/bundesliga-2012-2013/werder-bremen-bayern-munich-ng0V9TzP/",TRUE,2012-09-29,"D1","2013","germany","Werder Bremen","Bayern Munich",0,2,7,5.2,1.55,NA,NA,NA,NA
"QLOME9r1/","/soccer/france/ligue-1-2012-2013/troyes-toulouse-QLOME9r1/",TRUE,2012-09-29,"F1","2013","france","Troyes","Toulouse",0,2,3.37,3.25,2.58,NA,NA,NA,NA
"QwCMBk6C/","/soccer/germany/bundesliga-2012-2013/bayer-leverkusen-greuther-furth-QwCMBk6C/",TRUE,2012-09-29,"D1","2013","germany","Bayer Leverkusen","SpVgg Greuther Furth",2,0,1.51,4.95,8,NA,NA,NA,NA
"riWu30zj/","/soccer/italy/serie-a-2012-2013/parma-ac-milan-riWu30zj/",TRUE,2012-09-29,"I1","2013","italy","Parma","AC Milan",1,1,4,3.35,2.4,NA,NA,NA,NA
"Sf8xBc54/","/soccer/england/premier-league-2012-2013/manchester-united-tottenham-Sf8xBc54/",FALSE,2012-09-29,"E0","2013","england","Manchester Utd","Tottenham",2,3,1.58,4.59,7.2,NA,NA,NA,NA
"tKNs8ekN/","/soccer/england/premier-league-2012-2013/reading-newcastle-utd-tKNs8ekN/",FALSE,2012-09-29,"E0","2013","england","Reading","Newcastle",2,2,2.86,3.5,2.84,NA,NA,NA,NA
"tU0xMcLK/","/soccer/spain/primera-division-2012-2013/sevilla-barcelona-tU0xMcLK/",TRUE,2012-09-29,"SP1","2013","spain","Sevilla","Barcelona",2,3,5.6,4.2,1.71,NA,NA,NA,NA
"UgVDGVDl/","/soccer/france/ligue-1-2012-2013/nancy-montpellier-UgVDGVDl/",FALSE,2012-09-29,"F1","2013","france","AS Nancy Lorraine","Montpellier",0,2,3.25,3.2,2.72,NA,NA,NA,NA
"vRJCnCbJ/","/soccer/england/premier-league-2012-2013/stoke-city-swansea-vRJCnCbJ/",FALSE,2012-09-29,"E0","2013","england","Stoke City","Swansea",2,0,2.06,3.55,4.34,NA,NA,NA,NA
"WbJoazE7/","/soccer/spain/primera-division-2012-2013/valencia-zaragoza-WbJoazE7/",TRUE,2012-09-29,"SP1","2013","spain","Valencia","Real Zaragoza",2,0,1.47,4.9,9.9,NA,NA,NA,NA
"WSETCJzh/","/soccer/england/premier-league-2012-2013/everton-southampton-WSETCJzh/",FALSE,2012-09-29,"E0","2013","england","Everton","Southampton",3,1,1.44,5.27,9.4,NA,NA,NA,NA
"4OolIrkg/","/soccer/france/ligue-1-2012-2013/valenciennes-marseille-4OolIrkg/",TRUE,2012-09-30,"F1","2013","france","Valenciennes","Marseille",4,1,3.6,3.25,2.44,NA,NA,NA,NA
"4xggC4D3/","/soccer/italy/serie-a-2012-2013/bologna-catania-4xggC4D3/",TRUE,2012-09-30,"I1","2013","italy","Bologna","Catania",4,0,2.5,3.3,3.45,NA,NA,NA,NA
"821RA9LI/","/soccer/germany/bundesliga-2012-2013/wolfsburg-mainz-821RA9LI/",TRUE,2012-09-30,"D1","2013","germany","VfL Wolfsburg","Mainz",0,2,2.46,3.55,3.15,NA,NA,NA,NA
"b5BXMw6E/","/soccer/spain/primera-division-2012-2013/granada-cf-celta-vigo-b5BXMw6E/",TRUE,2012-09-30,"SP1","2013","spain","Granada","Celta Vigo",2,1,2.4,3.42,3.45,NA,NA,NA,NA
"CzUmSAjg/","/soccer/germany/bundesliga-2012-2013/eintracht-frankfurt-freiburg-CzUmSAjg/",TRUE,2012-09-30,"D1","2013","germany","Eintracht Frankfurt","SC Freiburg",2,1,1.9,3.81,4.75,NA,NA,NA,NA
"fX4tLHzR/","/soccer/spain/primera-division-2012-2013/real-madrid-dep-la-coruna-fX4tLHzR/",TRUE,2012-09-30,"SP1","2013","spain","Real Madrid","Deportivo La Coruna",5,1,1.13,12.06,30.87,NA,NA,NA,NA
"GSQ37b6R/","/soccer/spain/primera-division-2012-2013/valladolid-rayo-vallecano-GSQ37b6R/",TRUE,2012-09-30,"SP1","2013","spain","Real Valladolid","Rayo Vallecano",6,1,2.08,3.6,4.09,NA,NA,NA,NA
"h8Ks0Gb1/","/soccer/spain/primera-division-2012-2013/osasuna-levante-h8Ks0Gb1/",TRUE,2012-09-30,"SP1","2013","spain","Osasuna","Levante",4,0,2.19,3.4,4.09,NA,NA,NA,NA
"hxGPDaLo/","/soccer/england/premier-league-2012-2013/aston-villa-west-brom-hxGPDaLo/",FALSE,2012-09-30,"E0","2013","england","Aston Villa","West Brom",1,1,2.56,3.6,3.05,NA,NA,NA,NA
"IyDV2IEr/","/soccer/spain/primera-division-2012-2013/espanyol-atl-madrid-IyDV2IEr/",TRUE,2012-09-30,"SP1","2013","spain","Espanyol","Atletico Madrid",0,1,3.61,3.55,2.25,NA,NA,NA,NA
"KYKCyXkE/","/soccer/france/ligue-1-2012-2013/lyon-bordeaux-KYKCyXkE/",TRUE,2012-09-30,"F1","2013","france","Lyon","Bordeaux",0,2,2.08,3.65,4.3,NA,NA,NA,NA
"MsVq2Kkd/","/soccer/italy/serie-a-2012-2013/sampdoria-napoli-MsVq2Kkd/",TRUE,2012-09-30,"I1","2013","italy","Sampdoria","Napoli",0,1,3.9,3.35,2.23,NA,NA,NA,NA
"n1blDpbc/","/soccer/italy/serie-a-2012-2013/atalanta-torino-n1blDpbc/",TRUE,2012-09-30,"I1","2013","italy","Atalanta","Torino",1,5,2.52,3.1,3.5,NA,NA,NA,NA
"nVPIFkTf/","/soccer/france/ligue-1-2012-2013/st-etienne-reims-nVPIFkTf/",TRUE,2012-09-30,"F1","2013","france","St Etienne","Stade de Reims",0,0,1.59,4.3,7.2,NA,NA,NA,NA
"On9SQ3Sd/","/soccer/italy/serie-a-2012-2013/udinese-genoa-On9SQ3Sd/",TRUE,2012-09-30,"I1","2013","italy","Udinese","Genoa",0,0,2.1,3.65,4.38,NA,NA,NA,NA
"rTicBOS9/","/soccer/italy/serie-a-2012-2013/cagliari-pescara-rTicBOS9/",TRUE,2012-09-30,"I1","2013","italy","Cagliari","US Pescara",1,2,1.76,3.8,6.06,NA,NA,NA,NA
"xji1ArrG/","/soccer/italy/serie-a-2012-2013/inter-fiorentina-xji1ArrG/",TRUE,2012-09-30,"I1","2013","italy","Internazionale","Fiorentina",2,1,2.35,3.3,3.8,NA,NA,NA,NA
"YHpA8MCS/","/soccer/italy/serie-a-2012-2013/lazio-siena-YHpA8MCS/",TRUE,2012-09-30,"I1","2013","italy","Lazio","Siena",2,1,1.68,4,6.8,NA,NA,NA,NA
"zRWy4tLq/","/soccer/italy/serie-a-2012-2013/palermo-chievo-zRWy4tLq/",TRUE,2012-09-30,"I1","2013","italy","Palermo","Chievo Verona",4,1,2.08,3.4,4.44,NA,NA,NA,NA
"086p9yzH/","/soccer/england/premier-league-2012-2013/qpr-west-ham-086p9yzH/",FALSE,2012-10-01,"E0","2013","england","QPR","West Ham",1,2,2.46,3.6,3.15,NA,NA,NA,NA
"KECTNJj8/","/soccer/spain/primera-division-2012-2013/getafe-mallorca-KECTNJj8/",TRUE,2012-10-01,"SP1","2013","spain","Getafe","Mallorca",1,0,2.25,3.45,3.73,NA,NA,NA,NA
"bRn8ZGkK/","/soccer/spain/primera-division-2012-2013/celta-vigo-sevilla-bRn8ZGkK/",TRUE,2012-10-05,"SP1","2013","spain","Celta Vigo","Sevilla",2,0,2.58,3.55,3.15,NA,NA,NA,NA
"MTuPPxnh/","/soccer/germany/bundesliga-2012-2013/augsburg-werder-bremen-MTuPPxnh/",TRUE,2012-10-05,"D1","2013","germany","FC Augsburg","Werder Bremen",3,1,2.75,3.65,2.83,NA,NA,NA,NA
"nmygH24a/","/soccer/france/ligue-1-2012-2013/st-etienne-nancy-nmygH24a/",TRUE,2012-10-05,"F1","2013","france","St Etienne","AS Nancy Lorraine",4,0,1.6,4.2,7.8,NA,NA,NA,NA
"0KvTOd1b/","/soccer/germany/bundesliga-2012-2013/greuther-furth-hamburger-0KvTOd1b/",TRUE,2012-10-06,"D1","2013","germany","SpVgg Greuther Furth","Hamburg SV",0,1,2.7,3.65,2.87,NA,NA,NA,NA
"2PM0P8zC/","/soccer/germany/bundesliga-2012-2013/schalke-wolfsburg-2PM0P8zC/",TRUE,2012-10-06,"D1","2013","germany","Schalke 04","VfL Wolfsburg",3,0,1.43,5.4,8.9,NA,NA,NA,NA
"CCi8Gyqr/","/soccer/spain/primera-division-2012-2013/valladolid-espanyol-CCi8Gyqr/",TRUE,2012-10-06,"SP1","2013","spain","Real Valladolid","Espanyol",1,1,2,3.7,4.25,NA,NA,NA,NA
"E3xHRbHu/","/soccer/germany/bundesliga-2012-2013/freiburg-nurnberg-E3xHRbHu/",TRUE,2012-10-06,"D1","2013","germany","SC Freiburg","Nurnberg",3,0,2.1,3.75,3.95,NA,NA,NA,NA
"EFf2DK3O/","/soccer/france/ligue-1-2012-2013/montpellier-evian-tg-EFf2DK3O/",TRUE,2012-10-06,"F1","2013","france","Montpellier","Evian Thonon Gaillard",2,3,1.77,3.8,5.75,NA,NA,NA,NA
"fDv1FtZB/","/soccer/france/ligue-1-2012-2013/sochaux-rennes-fDv1FtZB/",TRUE,2012-10-06,"F1","2013","france","Sochaux","Stade Rennes",0,1,3.35,3.3,2.5,NA,NA,NA,NA
"h6g6CvJU/","/soccer/france/ligue-1-2012-2013/bastia-troyes-h6g6CvJU/",TRUE,2012-10-06,"F1","2013","france","Bastia","Troyes",3,2,1.75,4,6.82,NA,NA,NA,NA
"hbi0Qx5i/","/soccer/england/premier-league-2012-2013/manchester-city-sunderland-hbi0Qx5i/",FALSE,2012-10-06,"E0","2013","england","Manchester City","Sunderland",3,0,1.32,5.8,12.38,NA,NA,NA,NA
"hfyLQIWo/","/soccer/germany/bundesliga-2012-2013/mainz-dusseldorf-hfyLQIWo/",TRUE,2012-10-06,"D1","2013","germany","Mainz","Fortuna Dusseldorf",1,0,2.08,3.55,4.09,NA,NA,NA,NA
"IV9LBDcD/","/soccer/spain/primera-division-2012-2013/zaragoza-getafe-IV9LBDcD/",TRUE,2012-10-06,"SP1","2013","spain","Real Zaragoza","Getafe",0,1,2.4,3.55,3.4,NA,NA,NA,NA
"MwqHMf4G/","/soccer/england/premier-league-2012-2013/west-brom-qpr-MwqHMf4G/",FALSE,2012-10-06,"E0","2013","england","West Brom","QPR",3,2,1.95,3.9,4.4,NA,NA,NA,NA
"plSeQlL5/","/soccer/germany/bundesliga-2012-2013/bayern-munich-hoffenheim-plSeQlL5/",TRUE,2012-10-06,"D1","2013","germany","Bayern Munich","TSG Hoffenheim",2,0,1.18,9.6,23,NA,NA,NA,NA
"QgOKV1Jh/","/soccer/france/ligue-1-2012-2013/toulouse-valenciennes-QgOKV1Jh/",TRUE,2012-10-06,"F1","2013","france","Toulouse","Valenciennes",2,2,1.92,3.6,5.5,NA,NA,NA,NA
"rapge42J/","/soccer/england/premier-league-2012-2013/swansea-reading-rapge42J/",FALSE,2012-10-06,"E0","2013","england","Swansea","Reading",2,2,1.9,3.9,4.76,NA,NA,NA,NA
"rVYFWs4n/","/soccer/france/ligue-1-2012-2013/reims-nice-rVYFWs4n/",TRUE,2012-10-06,"F1","2013","france","Stade de Reims","Nice",3,1,2.61,3.3,3.4,NA,NA,NA,NA
"Sv6qNLRL/","/soccer/italy/serie-a-2012-2013/genoa-palermo-Sv6qNLRL/",TRUE,2012-10-06,"I1","2013","italy","Genoa","Palermo",1,1,2.4,3.4,3.4,NA,NA,NA,NA
"SznPKYYS/","/soccer/england/premier-league-2012-2013/wigan-everton-SznPKYYS/",FALSE,2012-10-06,"E0","2013","england","Wigan","Everton",2,2,4.09,3.53,2.13,NA,NA,NA,NA
"U9wvUfDs/","/soccer/spain/primera-division-2012-2013/rayo-vallecano-dep-la-coruna-U9wvUfDs/",TRUE,2012-10-06,"SP1","2013","spain","Rayo Vallecano","Deportivo La Coruna",2,1,2.36,3.61,3.31,NA,NA,NA,NA
"WCCzPsc9/","/soccer/italy/serie-a-2012-2013/chievo-sampdoria-WCCzPsc9/",TRUE,2012-10-06,"I1","2013","italy","Chievo Verona","Sampdoria",2,1,2.7,3.1,3.22,NA,NA,NA,NA
"WE79EFDf/","/soccer/spain/primera-division-2012-2013/betis-real-sociedad-WE79EFDf/",TRUE,2012-10-06,"SP1","2013","spain","Real Betis","Real Sociedad",2,0,2.38,3.5,3.55,NA,NA,NA,NA
"xj9D2ZCp/","/soccer/england/premier-league-2012-2013/chelsea-norwich-xj9D2ZCp/",FALSE,2012-10-06,"E0","2013","england","Chelsea","Norwich City",4,1,1.24,7.5,17,NA,NA,NA,NA
"Y3w5E0lI/","/soccer/france/ligue-1-2012-2013/lille-ac-ajaccio-Y3w5E0lI/",TRUE,2012-10-06,"F1","2013","france","Lille","AC Ajaccio",2,0,1.51,4.45,9,NA,NA,NA,NA
"YDnLLEJM/","/soccer/england/premier-league-2012-2013/west-ham-arsenal-YDnLLEJM/",FALSE,2012-10-06,"E0","2013","england","West Ham","Arsenal",1,3,4.5,3.8,2.02,NA,NA,NA,NA
"0jucGMJ5/","/soccer/france/ligue-1-2012-2013/lorient-lyon-0jucGMJ5/",TRUE,2012-10-07,"F1","2013","france","Lorient","Lyon",1,1,2.54,3.45,3.25,NA,NA,NA,NA
"0Of8OGZ3/","/soccer/england/premier-league-2012-2013/southampton-fulham-0Of8OGZ3/",FALSE,2012-10-07,"E0","2013","england","Southampton","Fulham",2,2,2.62,3.55,2.96,NA,NA,NA,NA
"4pNOULYb/","/soccer/france/ligue-1-2012-2013/marseille-paris-sg-4pNOULYb/",TRUE,2012-10-07,"F1","2013","france","Marseille","Paris Saint-Germain",2,2,3.2,3.3,2.66,NA,NA,NA,NA
"4S5HCgr7/","/soccer/spain/primera-division-2012-2013/levante-valencia-4S5HCgr7/",TRUE,2012-10-07,"SP1","2013","spain","Levante","Valencia",1,0,4.17,3.65,2.04,NA,NA,NA,NA
"6V4mMusS/","/soccer/italy/serie-a-2012-2013/ac-milan-inter-6V4mMusS/",TRUE,2012-10-07,"I1","2013","italy","AC Milan","Internazionale",0,1,2.45,3.35,3.55,NA,NA,NA,NA
"A3BvO1CF/","/soccer/italy/serie-a-2012-2013/fiorentina-bologna-A3BvO1CF/",TRUE,2012-10-07,"I1","2013","italy","Fiorentina","Bologna",1,0,1.65,4,7,NA,NA,NA,NA
"A56DDZS0/","/soccer/spain/primera-division-2012-2013/ath-bilbao-osasuna-A56DDZS0/",TRUE,2012-10-07,"SP1","2013","spain","Athletic Bilbao","Osasuna",1,0,1.98,3.85,4.38,NA,NA,NA,NA
"d0qSEcZ1/","/soccer/italy/serie-a-2012-2013/siena-juventus-d0qSEcZ1/",TRUE,2012-10-07,"I1","2013","italy","Siena","Juventus",1,2,8.19,4.25,1.57,NA,NA,NA,NA
"I9pOFwKe/","/soccer/italy/serie-a-2012-2013/as-roma-atalanta-I9pOFwKe/",TRUE,2012-10-07,"I1","2013","italy","AS Roma","Atalanta",2,0,1.5,5.09,7.3,NA,NA,NA,NA
"j3jCFebl/","/soccer/spain/primera-division-2012-2013/atl-madrid-malaga-j3jCFebl/",TRUE,2012-10-07,"SP1","2013","spain","Atletico Madrid","Malaga",2,1,1.8,4.09,5.41,NA,NA,NA,NA
"jgDH1gSj/","/soccer/england/premier-league-2012-2013/liverpool-stoke-city-jgDH1gSj/",FALSE,2012-10-07,"E0","2013","england","Liverpool","Stoke City",0,0,1.53,4.59,8.19,NA,NA,NA,NA
"Kzl4zczE/","/soccer/spain/primera-division-2012-2013/mallorca-granada-cf-Kzl4zczE/",TRUE,2012-10-07,"SP1","2013","spain","Mallorca","Granada",1,2,2.04,3.6,4.34,NA,NA,NA,NA
"nDOCM6KU/","/soccer/germany/bundesliga-2012-2013/hannover-dortmund-nDOCM6KU/",TRUE,2012-10-07,"D1","2013","germany","Hannover 96","Borussia Dortmund",1,1,5.4,4.41,1.71,NA,NA,NA,NA
"OAiFHakq/","/soccer/italy/serie-a-2012-2013/napoli-udinese-OAiFHakq/",TRUE,2012-10-07,"I1","2013","italy","Napoli","Udinese",2,1,1.58,4.3,7.4,NA,NA,NA,NA
"pGxAwsC2/","/soccer/italy/serie-a-2012-2013/torino-cagliari-pGxAwsC2/",TRUE,2012-10-07,"I1","2013","italy","Torino","Cagliari",0,1,2.04,3.45,4.59,NA,NA,NA,NA
"S0iCYz5Q/","/soccer/spain/primera-division-2012-2013/barcelona-real-madrid-S0iCYz5Q/",TRUE,2012-10-07,"SP1","2013","spain","Barcelona","Real Madrid",2,2,1.97,4,4.2,NA,NA,NA,NA
"tGL4OSkI/","/soccer/germany/bundesliga-2012-2013/b-monchengladbach-eintracht-frankfurt-tGL4OSkI/",TRUE,2012-10-07,"D1","2013","germany","Borussia Monchengladbach","Eintracht Frankfurt",2,0,2.56,3.75,3,NA,NA,NA,NA
"URUBXNlt/","/soccer/france/ligue-1-2012-2013/brest-bordeaux-URUBXNlt/",TRUE,2012-10-07,"F1","2013","france","Brest","Bordeaux",1,1,4.25,3.45,2.18,NA,NA,NA,NA
"vFgCNzkA/","/soccer/england/premier-league-2012-2013/tottenham-aston-villa-vFgCNzkA/",FALSE,2012-10-07,"E0","2013","england","Tottenham","Aston Villa",2,0,1.51,4.84,8.3,NA,NA,NA,NA
"Wlj4PdKc/","/soccer/england/premier-league-2012-2013/newcastle-utd-manchester-united-Wlj4PdKc/",FALSE,2012-10-07,"E0","2013","england","Newcastle","Manchester Utd",0,3,4.8,4.33,1.8,NA,NA,NA,NA
"xjDWPNs3/","/soccer/italy/serie-a-2012-2013/catania-parma-xjDWPNs3/",TRUE,2012-10-07,"I1","2013","italy","Catania","Parma",2,0,2.18,3.45,3.95,NA,NA,NA,NA
"zoeJGJ4k/","/soccer/italy/serie-a-2012-2013/pescara-lazio-zoeJGJ4k/",TRUE,2012-10-07,"I1","2013","italy","US Pescara","Lazio",0,3,4.5,3.5,2.02,NA,NA,NA,NA
"zwL8Nn5O/","/soccer/germany/bundesliga-2012-2013/vfb-stuttgart-bayer-leverkusen-zwL8Nn5O/",TRUE,2012-10-07,"D1","2013","germany","VfB Stuttgart","Bayer Leverkusen",2,2,3.1,3.7,2.48,NA,NA,NA,NA
"0WIqQcmU/","/soccer/france/ligue-1-2012-2013/bordeaux-lille-0WIqQcmU/",TRUE,2012-10-19,"F1","2013","france","Bordeaux","Lille",1,1,2.56,3.2,3.5,NA,NA,NA,NA
"bVl8FhOp/","/soccer/germany/bundesliga-2012-2013/hoffenheim-greuther-furth-bVl8FhOp/",TRUE,2012-10-19,"D1","2013","germany","TSG Hoffenheim","SpVgg Greuther Furth",3,3,1.9,3.84,4.86,NA,NA,NA,NA
"0hUJUR3h/","/soccer/spain/primera-division-2012-2013/real-madrid-celta-vigo-0hUJUR3h/",TRUE,2012-10-20,"SP1","2013","spain","Real Madrid","Celta Vigo",2,0,1.14,12,26,NA,NA,NA,NA
"2u5BLHeo/","/soccer/france/ligue-1-2012-2013/nice-st-etienne-2u5BLHeo/",TRUE,2012-10-20,"F1","2013","france","Nice","St Etienne",1,1,2.94,3.4,2.74,NA,NA,NA,NA
"69JuRwYN/","/soccer/france/ligue-1-2012-2013/evian-tg-toulouse-69JuRwYN/",TRUE,2012-10-20,"F1","2013","france","Evian Thonon Gaillard","Toulouse",0,4,3,3.25,2.75,NA,NA,NA,NA
"80WbxGVc/","/soccer/germany/bundesliga-2012-2013/dusseldorf-bayern-munich-80WbxGVc/",TRUE,2012-10-20,"D1","2013","germany","Fortuna Dusseldorf","Bayern Munich",0,5,11.5,6.2,1.33,NA,NA,NA,NA
"88McZXmM/","/soccer/england/premier-league-2012-2013/west-brom-manchester-city-88McZXmM/",FALSE,2012-10-20,"E0","2013","england","West Brom","Manchester City",1,2,5.8,4.29,1.73,NA,NA,NA,NA
"CAQWSa3B/","/soccer/france/ligue-1-2012-2013/nancy-sochaux-CAQWSa3B/",TRUE,2012-10-20,"F1","2013","france","AS Nancy Lorraine","Sochaux",1,1,2.06,3.25,4.78,NA,NA,NA,NA
"dnYyNzWA/","/soccer/germany/bundesliga-2012-2013/bayer-leverkusen-mainz-dnYyNzWA/",TRUE,2012-10-20,"D1","2013","germany","Bayer Leverkusen","Mainz",2,2,1.7,4.2,5.89,NA,NA,NA,NA
"EcPaPWRC/","/soccer/spain/primera-division-2012-2013/valencia-ath-bilbao-EcPaPWRC/",TRUE,2012-10-20,"SP1","2013","spain","Valencia","Athletic Bilbao",3,2,1.78,4.25,5.09,NA,NA,NA,NA
"EwZaSmUc/","/soccer/france/ligue-1-2012-2013/rennes-montpellier-EwZaSmUc/",TRUE,2012-10-20,"F1","2013","france","Stade Rennes","Montpellier",2,1,2.27,3.38,3.82,NA,NA,NA,NA
"EX7fzEYF/","/soccer/england/premier-league-2012-2013/tottenham-chelsea-EX7fzEYF/",FALSE,2012-10-20,"E0","2013","england","Tottenham","Chelsea",2,4,3.3,3.4,2.67,NA,NA,NA,NA
"fZmcfOHP/","/soccer/england/premier-league-2012-2013/swansea-wigan-fZmcfOHP/",FALSE,2012-10-20,"E0","2013","england","Swansea","Wigan",2,1,2.23,3.6,3.6,NA,NA,NA,NA
"j9XuMfoH/","/soccer/germany/bundesliga-2012-2013/wolfsburg-freiburg-j9XuMfoH/",TRUE,2012-10-20,"D1","2013","germany","VfL Wolfsburg","SC Freiburg",0,2,2.5,3.65,3.1,NA,NA,NA,NA
"KGZeTTEi/","/soccer/france/ligue-1-2012-2013/paris-sg-reims-KGZeTTEi/",TRUE,2012-10-20,"F1","2013","france","Paris Saint-Germain","Stade de Reims",1,0,1.25,6.8,19,NA,NA,NA,NA
"MHogTdle/","/soccer/italy/serie-a-2012-2013/lazio-ac-milan-MHogTdle/",TRUE,2012-10-20,"I1","2013","italy","Lazio","AC Milan",3,2,2.5,3.45,3.34,NA,NA,NA,NA
